cell	value
A1	program
B1	relationship_reconstruction_error
C1	num_trees_rrl
D1	depth
E1	num_clusters
F1	num_mutations
G1	num_samples
H1	run
I1	perplexity
J1	num_trees_perplex
K1	truth_perplexity
L1	log_perplexity_ratio
A2	Pairtree
E72	10
F72	200
G72	3
H72	3
I72	3.218517059519117
J72	75
K72	3.306714664053218
L72	-0.0881976045341006
A73	Pairtree
B73	0.1247115705235078
C73	3
D73	1000
E73	30
F73	3000
G73	100
H73	4
I73	7.327345361006823
J73	3
K73	4.426300261079301
L73	2.901045099927522
A74	Pairtree
B74	0.127618094920529
C74	2
D74	200
E74	30
F74	3000
G74	100
H74	2
I74	4.450230344662818
J74	2
K74	4.014747916494949
L74	0.4354824281678686
A75	Pairtree
B75	0.0802391908413915
C75	3
D75	200
E75	30
F75	3000
G75	100
H75	3
I75	3.306582866363218
J75	3
K75	2.351395678306637
L75	0.9551871880565814
A76	Pairtree
B76	0.1509794375903078
C76	2
D76	200
E76	30
F76	3000
G76	100
H76	4
I76	4.339437469071734
J76	2
K76	3.647371407327412
L76	0.6920660617443217
A77	Pairtree
B77	0.1999693481681325
C77	6
D77	50
E77	30
F77	300
G77	10
H77	3
I77	3.113763125553682
J77	6
K77	3.010835504313744
L77	0.1029276212399383
A78	Pairtree
B78	0.1373467112597547
C78	1
D78	200
E78	30
F78	300
G78	100
H78	4
I78	4.148927316152527
J78	1
K78	3.240228820016669
L78	0.908698496135858
A79	Pairtree
B79	0.1282693377851975
C79	4
D79	200
E79	30
F79	600
G79	100
H79	1
I79	4.350793433989184
J79	4
K79	3.019765531997231
L79	1.331027901991952
A80	Pairtree
B80	0.1096994991652754
C80	1
D80	200
E80	30
F80	600
G80	100
H80	4
I80	3.965498423546233
J80	1
K80	2.954804771790634
L80	1.010693651755598
A81	Pairtree
B81	0.1281938423919084
C81	2
D81	50
E81	30
F81	3000
G81	100
H81	1
I81	2.581806438528379
J81	2
K81	2.202684865962139
L81	0.3791215725662407
A82	Pairtree
B82	0.2692307692307692
C82	1
D82	50
E82	30
F82	300
G82	100
H82	3
I82	2.518154345669427
J82	1
K82	2.247845210909722
L82	0.2703091347597044
A83	Pairtree
B83	0.1988146911519198
C83	1
D83	50
E83	30
F83	600
G83	100
H83	3
I83	2.686022580555567
J83	1
K83	2.112134442467504
L83	0.5738881380880629
A84	Pairtree
B84	0.1066895631877292
C84	1
D84	1000
E84	30
F84	3000
G84	10
H84	1
I84	8.970482188165313
J84	1
K84	4.112723667976569
L84	4.857758520188744
A85	Pairtree
B85	0.1632755784155336
C85	3
D85	1000
E85	30
F85	600
G85	10
H85	4
I85	7.601595627555134
J85	3
K85	4.177017673783528
L85	3.424577953771606
A86	Pairtree
B86	0.1981196024652573
C86	6
D86	200
E86	30
F86	3000
G86	10
H86	2
I86	4.008006727230476
J86	6
K86	2.531581463160861
L86	1.476425264069614
A87	Pairtree
B87	0.1321160386795598
C87	3
D87	200
E87	30
F87	3000
G87	10
