cell	value
A1	program
B1	run
C1	v_measure
D1	num_mutations_pred
E1	num_mutations_true
F1	ancestor_descendant_f_score
G1	Success
H1	memory
I1	time
A2	CONIPHER
B2	p2
C2	1
D2	43
E2	43
F2	1
G2	1
H2	1047.53
I2	522.9204999999999
A3	fastBE
B3	p2
C3	1
D3	43
E3	43
F3	1
G3	1
H3	17.75
I3	0.587
A4	Pairtree
B4	p2
C4	1
D4	43
E4	43
F4	0.6382978723404256
G4	1
H4	625.75
I4	85.9205
A5	Orchard
B5	p2
C5	1
D5	43
E5	43
F5	0.8571428571428571
G5	1
H5	86.27
I5	0.9982
A6	PhyClone
B6	p2
C6	1
D6	43
E6	43
F6	1
G6	1
H6	1391.32
I6	113.1356
