cell	value
A1	program
B1	run
C1	v_measure
D1	num_mutations_pred
E1	num_mutations_true
F1	ancestor_descendant_f_score
G1	Success
H1	memory
I1	time
A2	CONIPHER
B2	p2
C2	0.7787496268603524
D2	43
E2	43
F2	0.8224299065420561
G2	1
H2	975.23
I2	527.2818
A3	fastBE
B3	p2
C3	0.7787496268603524
D3	43
E3	43
F3	0.888235294117647
G3	1
H3	17.73
I3	0.6106
A4	Pairtree
B4	p2
C4	0.7787496268603524
D4	43
E4	43
F4	0.5116279069767442
G4	1
H4	626.55
I4	79.7316
A5	Orchard
B5	p2
C5	0.7787496268603524
D5	43
E5	43
F5	0.5116279069767442
G5	1
H5	87.11
I5	1.7524
A6	PhyClone
B6	p2
C6	0.7787496268603524
D6	43
E6	43
F6	0.888235294117647
G6	1
H6	1305.96
I6	116.0505
