cell	value
A1	program
B1	run
C1	v_measure
D1	num_mutations_pred
E1	num_mutations_true
F1	ancestor_descendant_f_score
G1	Success
H1	memory
I1	time
A2	CONIPHER
B2	p3
C2	0.7291803853811031
D2	149
E2	149
F2	0.6963478260869566
G2	1
H2	673.45
I2	234.138
A3	fastBE
B3	p3
C3	0.7291803853811031
D3	149
E3	149
F3	0.7324078506462423
G3	1
H3	20.3
I3	1.235
A4	Orchard
B4	p3
C4	0.7291803853811031
D4	149
E4	149
F4	0.3373838456040028
G4	1
H4	608.2
I4	1.6651
A5	Pairtree
B5	p3
C5	0.7291803853811031
D5	149
E5	149
F5	0.200526071483831
G5	1
H5	618.84
I5	114.0238
A6	PhyClone
B6	p3
C6	0.8451394797350728
D6	126
E6	149
F6	0.819047619047619
G6	1
H6	1349.3
I6	207.5825
