cell	value
A1	program
B1	run
C1	v_measure
D1	num_mutations_pred
E1	num_mutations_true
F1	ancestor_descendant_f_score
G1	Success
H1	memory
I1	time
A2	CONIPHER
B2	p3
C2	0.8640553916588295
D2	149
E2	149
F2	0.7977332170880558
G2	1
H2	722.27
I2	224.7393
A3	fastBE
B3	p3
C3	0.8640553916588295
D3	149
E3	149
F3	0.7957169148402209
G3	1
H3	20.39
I3	1.3345
A4	Orchard
B4	p3
C4	0.8640553916588295
D4	149
E4	149
F4	0.3157732118028735
G4	1
H4	934.7
I4	1.7238
A5	Pairtree
B5	p3
C5	0.8640553916588295
D5	149
E5	149
F5	0.5339673913043478
G5	1
H5	617.98
I5	97.0065
A6	PhyClone
B6	p3
C6	1
D6	129
E6	149
F6	0.9293510617185948
G6	1
H6	1282.34
I6	160.6544
